partner_name,url_slug,full_url,date_scraped,partner_website,portal_detected,portal_type,portal_url,owner_portal_type,owner_portal_url,detection_method,date_portal_detected
OneTree Property Management,one-tree,https://www.secondnature.com/property-management/one-tree,2026-03-13,http://onetreepmc.com/,true,Buildium,https://onetreepmc.managebuilding.com/Resident/portal/login,,,sign in (link),
Onyx Property Management - CA,onyx,https://www.secondnature.com/property-management/onyx,2026-03-13,http://www.onyxpropertymanager.com/,true,AppFolio,https://www.onyxpropertymanager.com/login,AppFolio,https://www.onyxpropertymanager.com/owners,resident portal (link) via page-source,
Onyx Property Management,onyxres,https://www.secondnature.com/property-management/onyxres,2026-03-13,http://onyxres.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Orgel Realty and Mortgage,orgel,https://www.secondnature.com/property-management/orgel,2026-03-13,http://www.orgelrealty.com/,true,AppFolio,http://www.orgelrealty.com/,,,page source scan,
Orlando Realty & Property Management,orlando-realty,https://www.secondnature.com/property-management/orlando-realty,2026-03-13,http://www.407rentals.com/,true,AppFolio,,,,,
Otter Property Management,otter,https://www.secondnature.com/property-management/otter,2026-03-13,http://ottermanagement.com/,true,Likely: app.pipefy.com,https://app.pipefy.com/public/form/x8SHqXX9,,,apply now — unidentified portal,
Overcash Real Estate,overcash,https://www.secondnature.com/property-management/overcash,2026-03-13,http://www.overcashrealestate.com/,true,AppFolio,https://www.overcashrealestate.com/tenant/tenant-portal,AppFolio,https://www.overcashrealestate.com/owner-statement,tenant portal (link) via page-source,
Owens Property Management,owens,https://www.secondnature.com/property-management/owens,2026-03-13,http://www.owenspm.org/,true,AppFolio,https://www.owenspm.org/tenant-portal,AppFolio,https://www.owenspm.org/owner-statement,tenant portal (link) via page-source,
Parker Brown Real Estate,parker-brown,https://www.secondnature.com/property-management/parker-brown,2026-03-13,http://www.rhomepm.com/lehi-property-management,true,AppFolio,,,,,
Patton Allen Property Management,patton-allen,https://www.secondnature.com/property-management/patton-allen,2026-03-13,http://pattonallenpm.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Peace Realty,peace-realty,https://www.secondnature.com/property-management/peace-realty,2026-03-13,http://peacerealtylv.com/,true,Likely: peacerealtylv.com,https://peacerealtylv.com/tenants-1,,,tenants — unidentified portal,2026-04-20
Peak Real Estate Management,peak-rem,https://www.secondnature.com/property-management/peak-rem,2026-03-13,http://peakmanagement.co/,true,AppFolio,,,,,
Peery's Property Management,peery,https://www.secondnature.com/property-management/peery,2026-03-13,http://peerysproperties.com/,true,AppFolio,http://peerysproperties.com/,,,page source scan,
Pennington Property Management,pennington,https://www.secondnature.com/property-management/pennington,2026-03-13,http://www.penningtonpropertymanagement.com/,true,Buildium,https://pennington.managebuilding.com/Resident/portal/login,,,resident sign in (link),
People 1st Realty LLC,people-1st,https://www.secondnature.com/property-management/people-1st,2026-03-13,,false,Confirmed None,,,,no website found,
Personal Property Management,personal,https://www.secondnature.com/property-management/personal,2026-03-13,http://personalpropertymgmt.com/,true,AppFolio,,,,,
Phoenix Property Management & Real Estate LLC,phoenix,https://www.secondnature.com/property-management/phoenix,2026-03-13,http://www.phoenixpropertymanagement.net/,true,AppFolio,https://www.phoenixpropertymanagement.net/tenants,AppFolio,https://www.phoenixpropertymanagement.net/owner-portal,online portal (link) via page-source,
PMI 4U,pmi-4u,https://www.secondnature.com/property-management/pmi-4u,2026-03-13,http://www.pmi4u.com/,true,Rentvine,,,,,
PMI All American,pmi-all-american,https://www.secondnature.com/property-management/pmi-all-american,2026-03-13,http://www.pmiallamerican.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Property Management Inc - Austin Experts,pmi-austin-experts,https://www.secondnature.com/property-management/pmi-austin-experts,2026-03-13,http://pmiaustinexperts.com/,true,Rentvine,,,,,
PMI Centennial,pmi-centennial,https://www.secondnature.com/property-management/pmi-centennial,2026-03-13,http://pmicentennial.com/,true,Rentvine,,,,,
PMI Central Iowa,pmi-central-iowa,https://www.secondnature.com/property-management/pmi-central-iowa,2026-03-13,http://www.desmoinespropertymanagementinc.com/,true,Rentvine,,,,,
Property Management Inc - Cherry Creek,pmi-cherry-creek,https://www.secondnature.com/property-management/pmi-cherry-creek,2026-03-13,http://pmicherrycreek.com/,true,Rentvine,,,,,
PMI Chi-Town,pmi-chi-town,https://www.secondnature.com/property-management/pmi-chi-town,2026-03-13,http://www.chitownpropertymanagement.com/,true,Rentvine,,,,,
Property Management Inc - CLE eAgent,pmi-cleveland,https://www.secondnature.com/property-management/pmi-cleveland,2026-03-13,http://www.clevelandpropertymanagementinc.net/,true,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/pmicle_pminc_template,,,resident login (link),
Property Management Inc - Columbia Riverbanks,pmi-columbia-riverbanks,https://www.secondnature.com/property-management/pmi-columbia-riverbanks,2026-03-13,http://pmicolumbiariverbanks.com/,true,Rentvine,,,,,
Property Management Inc - Columbus,pmi-columbus,https://www.secondnature.com/property-management/pmi-columbus,2026-03-13,http://www.columbuspropertymanagementinc.com/,true,Rentvine,,,,,
PMI Commonwealth,pmi-commonwealth,https://www.secondnature.com/property-management/pmi-commonwealth,2026-03-13,http://www.pmicommonwealth.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Property Management Inc - Elite Experience,pmi-elite-experience,https://www.secondnature.com/property-management/pmi-elite-experience,2026-03-13,http://pmieliteexperience.com/,false,Confirmed None,,,,exhaustive check — no portal found,
PMI Elite Properties,pmi-elite-properties,https://www.secondnature.com/property-management/pmi-elite-properties,2026-03-13,http://www.palmettopropertymanagementinc.com/tenants,true,Rentvine,,,,,
PMI El Paso,pmi-elpaso,https://www.secondnature.com/property-management/pmi-elpaso,2026-03-13,http://www.elpasopropertymanagementinc.com/,true,Rentvine,,,,,
Property Management Inc - Fort Mill,pmi-fort-mill,https://www.secondnature.com/property-management/pmi-fort-mill,2026-03-13,http://pmifortmill.com/,true,Rentvine,,,,,
PMI Grand Visions,pmi-grand-visions,https://www.secondnature.com/property-management/pmi-grand-visions,2026-03-13,http://www.charlestonpropertymanagementinc.net/,true,Rentvine,,,,,
PMI Greater Detroit,pmi-great-detroit,https://www.secondnature.com/property-management/pmi-great-detroit,2026-03-13,http://www.pmigreaterdetroit.com/,true,Rentvine,,,,,
PMI - Gulf Horizons,pmi-gulf-horizons,https://www.secondnature.com/property-management/pmi-gulf-horizons,2026-03-13,http://www.pensacolapropertymanagementinc.com/,true,Rentvine,,,,,
PMI Indianapolis,pmi-indianapolis,https://www.secondnature.com/property-management/pmi-indianapolis,2026-03-13,http://www.indianapolispropertymanagementinc.net/,true,Rentvine,,,,,
Property Management Inc - Key Bridge,pmi-key-bridge,https://www.secondnature.com/property-management/pmi-key-bridge,2026-03-13,http://www.alexandriapropertymanagementinc.com/,true,Rentvine,,,,,
Property Management Inc - Main Street Mgmt,pmi-main-street-mgmt,https://www.secondnature.com/property-management/pmi-main-street-mgmt,2026-03-13,http://www.orlandopropertymanagementinc.net/,true,Rentvine,,,,,
Property Management Inc - Mason Dixon,pmi-mason-dixon,https://www.secondnature.com/property-management/pmi-mason-dixon,2026-03-13,http://columbiapropertymanagementinc.com/,true,Rentvine,,,,,
PMI Milestone,pmi-milestone,https://www.secondnature.com/property-management/pmi-milestone,2026-03-13,http://www.pmimilestone.com/,true,Rentvine,,,,,
PMI Music City,pmi-music-city,https://www.secondnature.com/property-management/pmi-music-city,2026-03-13,http://www.nashvillepropertymanagementinc.net/,true,Rentvine,,,,,
PMI MVP,pmi-mvp,https://www.secondnature.com/property-management/pmi-mvp,2026-03-13,"http://pmi%20mvp%20is%20a%20full-service%20real%20estate%20asset%20management%20company%20that%20provides%20professional%20residential,%20commercial,%20short-term,%20and%20realty%20services.%20we%20utilize%20state-of-the-art%20technology%20that%20allows%20our%20property%20owners%20to%20know%20how%20their%20investments%20are%20doing,%20while%20providing%20tenants%20real-time%20access%20to%20maintenance%20requests%20and%20billing./",false,Error,,,,site unreachable,
PMI Navigate,pmi-navigate,https://www.secondnature.com/property-management/pmi-navigate,2026-03-13,http://www.sanantonio-propertymanagementinc.com/,true,Rentvine,,,,,
PMI NWA Metro,pmi-nwa-metro,https://www.secondnature.com/property-management/pmi-nwa-metro,2026-03-13,http://www.bentonvillepropertymanagementinc.com/,true,Rentvine,,,,,
PMI Orlando Parks,pmi-orlando-parks,https://www.secondnature.com/property-management/pmi-orlando-parks,2026-03-13,http://www.pmiorlandoparks.com/,true,Rentvine,,,,,
Property Management Inc - Palmetto,pmi-palmetto,https://www.secondnature.com/property-management/pmi-palmetto,2026-03-13,http://pmipalmetto.com/,true,Rentvine,,,,,
PMI River City,pmi-river-city,https://www.secondnature.com/property-management/pmi-river-city,2026-03-13,http://pmirivercity.com/,true,Rentvine,,,,,
PMI Savannah Metro,pmi-savannah-metro,https://www.secondnature.com/property-management/pmi-savannah-metro,2026-03-13,http://www.savannahpropertymanagementinc.com/,true,Rentvine,,,,,
PMI Service Group,pmi-service-group,https://www.secondnature.com/property-management/pmi-service-group,2026-03-13,http://pmiservicegroup.com/,true,Rentvine,,,,,
Property Management Inc - South OC,pmi-south-oc,https://www.secondnature.com/property-management/pmi-south-oc,2026-03-13,http://pmisouthoc.com/,true,Rentvine,,,,,
Property Management Inc - Southern States,pmi-southern-states,https://www.secondnature.com/property-management/pmi-southern-states,2026-03-13,http://www.pmisouthernstates.com/,true,Rentvine,,,,,
PMI Southwest Florida,pmi-southwest-florida,https://www.secondnature.com/property-management/pmi-southwest-florida,2026-03-13,http://www.sarasotapropertymanagementinc.com/,true,Rentvine,,,,,
"Property Management Inc, STL Metro",pmi-stl-metro,https://www.secondnature.com/property-management/pmi-stl-metro,2026-03-13,http://www.stlouispropertymanagementinc.com/,true,Rentvine,,,,,
Property Management Inc. Stumptown,pmi-stumptown,https://www.secondnature.com/property-management/pmi-stumptown,2026-03-13,http://www.oregoncitypropertymanagementinc.com/,true,Rentvine,,,,,
Property Management Inc - Summit,pmi-summit,https://www.secondnature.com/property-management/pmi-summit,2026-03-13,http://www.parkcitypropertymanagementinc.com/,true,Rentvine,,,,,
Property Management Inc.,pmi-template,https://www.secondnature.com/property-management/pmi-template,2026-03-13,http://www.propertymanagementinc.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Property Management PNW,pnw,https://www.secondnature.com/property-management/pnw,2026-03-13,http://www.propertymanagementpnw.com/,true,AppFolio,,,,,
Polaris Property Management,polaris,https://www.secondnature.com/property-management/polaris,2026-03-13,http://polarismanagementindianapolis.com/,true,Rent Manager,https://polaris.twa.rentmanager.com/,,,tenant login (link),
Posey Property Management,posey,https://www.secondnature.com/property-management/posey,2026-03-13,http://www.poseypm.com/,true,AppFolio,https://www.poseypm.com/tenant/tenant-portal,AppFolio,https://www.poseypm.com/owner-statement,tenant portal (link) via page-source,
Powell Realty,powell-realty,https://www.secondnature.com/property-management/powell-realty,2026-03-13,http://powellrealty.net/,true,AppFolio,,,,,
PPG Property Management,ppg,https://www.secondnature.com/property-management/ppg,2026-03-13,http://www.ppgpropertymanagement.com/,true,AppFolio,,,,,
Preferred Property Management - TX,ppm-tx,https://www.secondnature.com/property-management/ppm-tx,2026-03-13,http://propertymanage.biz/ppmeasttexas/rentals/listings,true,Likely: secure.rentecdirect.com,https://secure.rentecdirect.com/login/login.php?cb=ppmeasttexas,,,log in — unidentified portal,
Prestige Coastal Properties LLC,prestige-coastal,https://www.secondnature.com/property-management/prestige-coastal,2026-03-13,http://www.prestigecoastalproperties.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Primax Management,primax-mgmt,https://www.secondnature.com/property-management/primax-mgmt,2026-03-13,http://www.primaxmanagement.com/,true,Rentvine,,,,,
Prime Properties Tulsa,prime-properties-tulsa,https://www.secondnature.com/property-management/prime-properties-tulsa,2026-03-13,http://www.primepropertiestulsa.com/,true,AppFolio,http://www.primepropertiestulsa.com/,,,page source scan,
Professional Rental Organization,pro-rental-org,https://www.secondnature.com/property-management/pro-rental-org,2026-03-13,http://www.prorent.org/,true,AppFolio,https://www.prorent.org/tenants,AppFolio,https://www.prorent.org/owner-statement,pay rent online (link) via page-source,
Progressive Urban Property Management,progressive-urban,https://www.secondnature.com/property-management/progressive-urban,2026-03-13,http://clevelandpupm.com/,true,Buildium,https://progressiveurbanpm.managebuilding.com/Resident/portal/login,Buildium,https://progressiveurbanpm.managebuilding.com/Resident/portal/login,pay rent (link),
